01/22 11:16:30 PM | multilayer_inter2_capsnet_cifar10_model best accuracy=78.550 saved at: /content/drive/MyDrive/MSc_AI/Course/OCOM5300M-AI_Project/code_repository/results/train/cifar10/Trained_multilayer_inter2_capsnet_cifar10_model_Epoch11_of_30.pt
01/23 01:22:36 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(64/1563), Loss=0.0268, Top 1 Acc=98.32, Top 5 Acc=99.86
01/23 01:22:52 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(96/1563), Loss=0.0271, Top 1 Acc=98.39, Top 5 Acc=99.87
01/23 01:23:08 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(128/1563), Loss=0.0275, Top 1 Acc=98.26, Top 5 Acc=99.85
01/23 01:23:24 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(160/1563), Loss=0.0259, Top 1 Acc=98.39, Top 5 Acc=99.88
01/23 01:23:39 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(192/1563), Loss=0.0255, Top 1 Acc=98.49, Top 5 Acc=99.89
01/23 01:23:55 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(224/1563), Loss=0.0251, Top 1 Acc=98.56, Top 5 Acc=99.89
01/23 01:24:11 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(256/1563), Loss=0.0251, Top 1 Acc=98.48, Top 5 Acc=99.87
01/23 01:24:27 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(288/1563), Loss=0.0251, Top 1 Acc=98.45, Top 5 Acc=99.85
01/23 01:24:43 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(320/1563), Loss=0.0254, Top 1 Acc=98.46, Top 5 Acc=99.84
01/23 01:24:58 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(352/1563), Loss=0.0253, Top 1 Acc=98.50, Top 5 Acc=99.84
01/23 01:25:14 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(384/1563), Loss=0.0251, Top 1 Acc=98.54, Top 5 Acc=99.82
01/23 01:25:30 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(416/1563), Loss=0.0251, Top 1 Acc=98.56, Top 5 Acc=99.81
01/23 01:25:46 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(448/1563), Loss=0.0256, Top 1 Acc=98.50, Top 5 Acc=99.82
01/23 01:26:02 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(480/1563), Loss=0.0258, Top 1 Acc=98.50, Top 5 Acc=99.82
01/23 01:26:18 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(512/1563), Loss=0.0261, Top 1 Acc=98.46, Top 5 Acc=99.84
01/23 01:26:33 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(544/1563), Loss=0.0264, Top 1 Acc=98.43, Top 5 Acc=99.85
01/23 01:26:49 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(576/1563), Loss=0.0269, Top 1 Acc=98.36, Top 5 Acc=99.83
01/23 01:27:05 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(608/1563), Loss=0.0269, Top 1 Acc=98.39, Top 5 Acc=99.82
01/23 01:27:21 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(640/1563), Loss=0.0270, Top 1 Acc=98.37, Top 5 Acc=99.83
01/23 01:27:37 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(672/1563), Loss=0.0270, Top 1 Acc=98.36, Top 5 Acc=99.83
01/23 01:27:52 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(704/1563), Loss=0.0273, Top 1 Acc=98.33, Top 5 Acc=99.83
01/23 01:28:08 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(736/1563), Loss=0.0274, Top 1 Acc=98.30, Top 5 Acc=99.82
01/23 01:28:24 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(768/1563), Loss=0.0272, Top 1 Acc=98.34, Top 5 Acc=99.83
01/23 01:28:40 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(800/1563), Loss=0.0271, Top 1 Acc=98.33, Top 5 Acc=99.83
01/23 01:28:56 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(832/1563), Loss=0.0272, Top 1 Acc=98.33, Top 5 Acc=99.83
01/23 01:29:11 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(864/1563), Loss=0.0274, Top 1 Acc=98.30, Top 5 Acc=99.83
01/23 01:29:27 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(896/1563), Loss=0.0273, Top 1 Acc=98.30, Top 5 Acc=99.83
01/23 01:29:43 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(928/1563), Loss=0.0275, Top 1 Acc=98.29, Top 5 Acc=99.83
01/23 01:29:59 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(960/1563), Loss=0.0275, Top 1 Acc=98.29, Top 5 Acc=99.83
01/23 01:30:14 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(992/1563), Loss=0.0275, Top 1 Acc=98.29, Top 5 Acc=99.83
01/23 01:30:30 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(1024/1563), Loss=0.0279, Top 1 Acc=98.25, Top 5 Acc=99.83
01/23 01:30:46 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(1056/1563), Loss=0.0282, Top 1 Acc=98.21, Top 5 Acc=99.82
01/23 01:31:02 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(1088/1563), Loss=0.0285, Top 1 Acc=98.16, Top 5 Acc=99.81
01/23 01:31:17 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(1120/1563), Loss=0.0286, Top 1 Acc=98.16, Top 5 Acc=99.81
01/23 01:31:33 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(1152/1563), Loss=0.0288, Top 1 Acc=98.15, Top 5 Acc=99.81
01/23 01:31:49 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(1184/1563), Loss=0.0290, Top 1 Acc=98.12, Top 5 Acc=99.81
01/23 01:32:05 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(1216/1563), Loss=0.0291, Top 1 Acc=98.12, Top 5 Acc=99.82
01/23 01:32:21 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(1248/1563), Loss=0.0293, Top 1 Acc=98.09, Top 5 Acc=99.82
01/23 01:32:36 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(1280/1563), Loss=0.0295, Top 1 Acc=98.08, Top 5 Acc=99.82
01/23 01:32:52 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(1312/1563), Loss=0.0296, Top 1 Acc=98.07, Top 5 Acc=99.81
01/23 01:33:08 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(1344/1563), Loss=0.0297, Top 1 Acc=98.06, Top 5 Acc=99.81
01/23 01:33:24 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(1376/1563), Loss=0.0298, Top 1 Acc=98.05, Top 5 Acc=99.81
01/23 01:33:39 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(1408/1563), Loss=0.0300, Top 1 Acc=98.03, Top 5 Acc=99.81
01/23 01:33:55 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(1440/1563), Loss=0.0301, Top 1 Acc=98.04, Top 5 Acc=99.81
01/23 01:34:11 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(1472/1563), Loss=0.0304, Top 1 Acc=98.00, Top 5 Acc=99.81
01/23 01:34:27 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(1504/1563), Loss=0.0306, Top 1 Acc=97.99, Top 5 Acc=99.81
01/23 01:34:43 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=10, Iteration=(1536/1563), Loss=0.0308, Top 1 Acc=97.95, Top 5 Acc=99.81
01/23 01:35:35 AM | multilayer_inter3_capsnet_cifar10_model Validation - Loss=0.1922, Top 1 Acc=77.030, Top 5 Acc=97.560
01/23 01:35:35 AM | Epoch 10 complete. Saved Checkpoint: /content/drive/MyDrive/MSc_AI/Course/OCOM5300M-AI_Project/code_repository/results/train/cifar10/Trained_multilayer_inter3_capsnet_cifar10_model_Epoch10_of_15.pt
01/23 01:35:35 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(0/1563), Loss=0.0189, Top 1 Acc=100.00, Top 5 Acc=100.00
01/23 01:35:51 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(32/1563), Loss=0.0275, Top 1 Acc=98.86, Top 5 Acc=99.81
01/23 01:36:07 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(64/1563), Loss=0.0266, Top 1 Acc=98.89, Top 5 Acc=99.76
01/23 01:36:23 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(96/1563), Loss=0.0254, Top 1 Acc=98.74, Top 5 Acc=99.74
01/23 01:36:38 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(128/1563), Loss=0.0245, Top 1 Acc=98.72, Top 5 Acc=99.81
01/23 01:36:54 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(160/1563), Loss=0.0239, Top 1 Acc=98.72, Top 5 Acc=99.83
01/23 01:37:10 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(192/1563), Loss=0.0226, Top 1 Acc=98.83, Top 5 Acc=99.85
01/23 01:37:26 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(224/1563), Loss=0.0214, Top 1 Acc=98.90, Top 5 Acc=99.88
01/23 01:37:42 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(256/1563), Loss=0.0212, Top 1 Acc=98.88, Top 5 Acc=99.85
01/23 01:37:58 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(288/1563), Loss=0.0215, Top 1 Acc=98.89, Top 5 Acc=99.85
01/23 01:38:13 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(320/1563), Loss=0.0212, Top 1 Acc=98.89, Top 5 Acc=99.85
01/23 01:38:29 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(352/1563), Loss=0.0207, Top 1 Acc=98.94, Top 5 Acc=99.87
01/23 01:38:45 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(384/1563), Loss=0.0208, Top 1 Acc=98.88, Top 5 Acc=99.88
01/23 01:39:01 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(416/1563), Loss=0.0207, Top 1 Acc=98.88, Top 5 Acc=99.87
01/23 01:39:16 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(448/1563), Loss=0.0206, Top 1 Acc=98.89, Top 5 Acc=99.87
01/23 01:39:32 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(480/1563), Loss=0.0208, Top 1 Acc=98.87, Top 5 Acc=99.87
01/23 01:39:48 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(512/1563), Loss=0.0207, Top 1 Acc=98.92, Top 5 Acc=99.87
01/23 01:40:04 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(544/1563), Loss=0.0210, Top 1 Acc=98.89, Top 5 Acc=99.87
01/23 01:40:19 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(576/1563), Loss=0.0211, Top 1 Acc=98.90, Top 5 Acc=99.88
01/23 01:40:35 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(608/1563), Loss=0.0211, Top 1 Acc=98.90, Top 5 Acc=99.88
01/23 01:40:51 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(640/1563), Loss=0.0215, Top 1 Acc=98.88, Top 5 Acc=99.87
01/23 01:41:07 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(672/1563), Loss=0.0216, Top 1 Acc=98.87, Top 5 Acc=99.87
01/23 01:41:23 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(704/1563), Loss=0.0217, Top 1 Acc=98.87, Top 5 Acc=99.88
01/23 01:41:39 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(736/1563), Loss=0.0218, Top 1 Acc=98.84, Top 5 Acc=99.86
01/23 01:41:54 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(768/1563), Loss=0.0221, Top 1 Acc=98.78, Top 5 Acc=99.87
01/23 01:42:10 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(800/1563), Loss=0.0224, Top 1 Acc=98.76, Top 5 Acc=99.87
01/23 01:42:26 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(832/1563), Loss=0.0225, Top 1 Acc=98.75, Top 5 Acc=99.87
01/23 01:42:41 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(864/1563), Loss=0.0227, Top 1 Acc=98.75, Top 5 Acc=99.87
01/23 01:42:57 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(896/1563), Loss=0.0229, Top 1 Acc=98.74, Top 5 Acc=99.87
01/23 01:43:13 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(928/1563), Loss=0.0229, Top 1 Acc=98.73, Top 5 Acc=99.87
01/23 01:43:29 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(960/1563), Loss=0.0231, Top 1 Acc=98.70, Top 5 Acc=99.86
01/23 01:43:45 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(992/1563), Loss=0.0233, Top 1 Acc=98.68, Top 5 Acc=99.85
01/23 01:44:01 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(1024/1563), Loss=0.0235, Top 1 Acc=98.65, Top 5 Acc=99.85
01/23 01:44:16 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(1056/1563), Loss=0.0235, Top 1 Acc=98.64, Top 5 Acc=99.85
01/23 01:44:32 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(1088/1563), Loss=0.0235, Top 1 Acc=98.65, Top 5 Acc=99.85
01/23 01:44:48 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(1120/1563), Loss=0.0236, Top 1 Acc=98.64, Top 5 Acc=99.86
01/23 01:45:04 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(1152/1563), Loss=0.0237, Top 1 Acc=98.62, Top 5 Acc=99.85
01/23 01:45:20 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(1184/1563), Loss=0.0240, Top 1 Acc=98.59, Top 5 Acc=99.85
01/23 01:45:35 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(1216/1563), Loss=0.0242, Top 1 Acc=98.56, Top 5 Acc=99.85
01/23 01:45:51 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(1248/1563), Loss=0.0243, Top 1 Acc=98.56, Top 5 Acc=99.85
01/23 01:46:07 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(1280/1563), Loss=0.0245, Top 1 Acc=98.55, Top 5 Acc=99.85
01/23 01:46:23 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(1312/1563), Loss=0.0247, Top 1 Acc=98.54, Top 5 Acc=99.85
01/23 01:46:39 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(1344/1563), Loss=0.0250, Top 1 Acc=98.52, Top 5 Acc=99.84
01/23 01:46:54 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(1376/1563), Loss=0.0252, Top 1 Acc=98.51, Top 5 Acc=99.85
01/23 01:47:10 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(1408/1563), Loss=0.0254, Top 1 Acc=98.49, Top 5 Acc=99.85
01/23 01:47:26 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(1440/1563), Loss=0.0255, Top 1 Acc=98.49, Top 5 Acc=99.84
01/23 01:47:42 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(1472/1563), Loss=0.0256, Top 1 Acc=98.48, Top 5 Acc=99.84
01/23 01:47:57 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(1504/1563), Loss=0.0259, Top 1 Acc=98.44, Top 5 Acc=99.84
01/23 01:48:13 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=11, Iteration=(1536/1563), Loss=0.0260, Top 1 Acc=98.43, Top 5 Acc=99.84
01/23 01:49:05 AM | multilayer_inter3_capsnet_cifar10_model Validation - Loss=0.1878, Top 1 Acc=77.840, Top 5 Acc=97.850
01/23 01:49:05 AM | Epoch 11 complete. Saved Checkpoint: /content/drive/MyDrive/MSc_AI/Course/OCOM5300M-AI_Project/code_repository/results/train/cifar10/Trained_multilayer_inter3_capsnet_cifar10_model_Epoch11_of_15.pt
01/23 01:49:06 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(0/1563), Loss=0.0115, Top 1 Acc=100.00, Top 5 Acc=100.00
01/23 01:49:22 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(32/1563), Loss=0.0241, Top 1 Acc=98.67, Top 5 Acc=99.72
01/23 01:49:38 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(64/1563), Loss=0.0209, Top 1 Acc=98.99, Top 5 Acc=99.71
01/23 01:49:53 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(96/1563), Loss=0.0200, Top 1 Acc=99.07, Top 5 Acc=99.81
01/23 01:50:09 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(128/1563), Loss=0.0190, Top 1 Acc=99.10, Top 5 Acc=99.85
01/23 01:50:25 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(160/1563), Loss=0.0191, Top 1 Acc=99.09, Top 5 Acc=99.84
01/23 01:50:40 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(192/1563), Loss=0.0181, Top 1 Acc=99.17, Top 5 Acc=99.87
01/23 01:50:56 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(224/1563), Loss=0.0178, Top 1 Acc=99.18, Top 5 Acc=99.89
01/23 01:51:12 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(256/1563), Loss=0.0177, Top 1 Acc=99.15, Top 5 Acc=99.88
01/23 01:51:28 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(288/1563), Loss=0.0179, Top 1 Acc=99.16, Top 5 Acc=99.87
01/23 01:51:43 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(320/1563), Loss=0.0180, Top 1 Acc=99.15, Top 5 Acc=99.88
01/23 01:51:59 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(352/1563), Loss=0.0177, Top 1 Acc=99.17, Top 5 Acc=99.88
01/23 01:52:15 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(384/1563), Loss=0.0174, Top 1 Acc=99.17, Top 5 Acc=99.89
01/23 01:52:31 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(416/1563), Loss=0.0172, Top 1 Acc=99.18, Top 5 Acc=99.90
01/23 01:52:47 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(448/1563), Loss=0.0171, Top 1 Acc=99.20, Top 5 Acc=99.90
01/23 01:53:02 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(480/1563), Loss=0.0171, Top 1 Acc=99.19, Top 5 Acc=99.91
01/23 01:53:18 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(512/1563), Loss=0.0172, Top 1 Acc=99.20, Top 5 Acc=99.91
01/23 01:53:34 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(544/1563), Loss=0.0172, Top 1 Acc=99.19, Top 5 Acc=99.91
01/23 01:53:50 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(576/1563), Loss=0.0173, Top 1 Acc=99.18, Top 5 Acc=99.91
01/23 01:54:05 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(608/1563), Loss=0.0173, Top 1 Acc=99.17, Top 5 Acc=99.91
01/23 01:54:21 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(640/1563), Loss=0.0175, Top 1 Acc=99.13, Top 5 Acc=99.91
01/23 01:54:37 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(672/1563), Loss=0.0175, Top 1 Acc=99.13, Top 5 Acc=99.91
01/23 01:54:52 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(704/1563), Loss=0.0175, Top 1 Acc=99.12, Top 5 Acc=99.92
01/23 01:55:08 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(736/1563), Loss=0.0176, Top 1 Acc=99.12, Top 5 Acc=99.91
01/23 01:55:24 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(768/1563), Loss=0.0178, Top 1 Acc=99.12, Top 5 Acc=99.90
01/23 01:55:40 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(800/1563), Loss=0.0178, Top 1 Acc=99.12, Top 5 Acc=99.90
01/23 01:55:56 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(832/1563), Loss=0.0179, Top 1 Acc=99.11, Top 5 Acc=99.90
01/23 01:56:12 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(864/1563), Loss=0.0180, Top 1 Acc=99.10, Top 5 Acc=99.89
01/23 01:56:27 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(896/1563), Loss=0.0182, Top 1 Acc=99.11, Top 5 Acc=99.89
01/23 01:56:43 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(928/1563), Loss=0.0183, Top 1 Acc=99.11, Top 5 Acc=99.90
01/23 01:56:59 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(960/1563), Loss=0.0183, Top 1 Acc=99.11, Top 5 Acc=99.89
01/23 01:57:15 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(992/1563), Loss=0.0186, Top 1 Acc=99.05, Top 5 Acc=99.89
01/23 01:57:30 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(1024/1563), Loss=0.0188, Top 1 Acc=99.04, Top 5 Acc=99.88
01/23 01:57:46 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(1056/1563), Loss=0.0191, Top 1 Acc=99.02, Top 5 Acc=99.88
01/23 01:58:02 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(1088/1563), Loss=0.0193, Top 1 Acc=99.01, Top 5 Acc=99.88
01/23 01:58:18 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(1120/1563), Loss=0.0194, Top 1 Acc=99.01, Top 5 Acc=99.89
01/23 01:58:33 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(1152/1563), Loss=0.0195, Top 1 Acc=98.99, Top 5 Acc=99.88
01/23 01:58:49 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(1184/1563), Loss=0.0196, Top 1 Acc=98.97, Top 5 Acc=99.88
01/23 01:59:05 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(1216/1563), Loss=0.0196, Top 1 Acc=98.98, Top 5 Acc=99.88
01/23 01:59:21 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(1248/1563), Loss=0.0198, Top 1 Acc=98.97, Top 5 Acc=99.88
01/23 01:59:36 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(1280/1563), Loss=0.0199, Top 1 Acc=98.97, Top 5 Acc=99.88
01/23 01:59:52 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(1312/1563), Loss=0.0201, Top 1 Acc=98.94, Top 5 Acc=99.88
01/23 02:00:08 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(1344/1563), Loss=0.0203, Top 1 Acc=98.91, Top 5 Acc=99.88
01/23 02:00:24 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(1376/1563), Loss=0.0205, Top 1 Acc=98.88, Top 5 Acc=99.87
01/23 02:00:39 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(1408/1563), Loss=0.0206, Top 1 Acc=98.87, Top 5 Acc=99.87
01/23 02:00:55 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(1440/1563), Loss=0.0208, Top 1 Acc=98.87, Top 5 Acc=99.87
01/23 02:01:11 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(1472/1563), Loss=0.0208, Top 1 Acc=98.87, Top 5 Acc=99.87
01/23 02:01:27 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(1504/1563), Loss=0.0210, Top 1 Acc=98.85, Top 5 Acc=99.87
01/23 02:01:43 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=12, Iteration=(1536/1563), Loss=0.0211, Top 1 Acc=98.85, Top 5 Acc=99.87
01/23 02:02:35 AM | multilayer_inter3_capsnet_cifar10_model Validation - Loss=0.1981, Top 1 Acc=77.230, Top 5 Acc=97.450
01/23 02:02:35 AM | Epoch 12 complete. Saved Checkpoint: /content/drive/MyDrive/MSc_AI/Course/OCOM5300M-AI_Project/code_repository/results/train/cifar10/Trained_multilayer_inter3_capsnet_cifar10_model_Epoch12_of_15.pt
01/23 02:02:35 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(0/1563), Loss=0.0159, Top 1 Acc=100.00, Top 5 Acc=100.00
01/23 02:02:51 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(32/1563), Loss=0.0209, Top 1 Acc=98.58, Top 5 Acc=99.81
01/23 02:03:07 AM | multilayer_inter3_capsnet_cifar10_model Training - Epoch=13, Iteration=(64/1563), Loss=0.0192, Top 1 Acc=98.89, Top 5 Acc=99.86
